char_id,word_id
1,12
1,257
1,273
1,380
1,562
1,1572
1,1796
1,2178
2,248
2,249
2,250
2,251
2,252
2,253
2,254
2,255
2,256
2,325
2,326
2,758
2,759
2,760
2,761
2,762
2,763
2,772
2,773
2,774
2,775
2,795
2,1183
2,1253
2,1550
2,1552
2,2242
2,2258
2,2360
2,2361
2,2362
2,2370
2,2434
2,2554
2,2628
2,3117
2,3197
2,3202
2,3203
2,3204
2,3205
2,3206
2,3207
2,3208
2,3209
2,3212
2,3213
2,3935
2,4033
2,4149
2,4150
2,4151
2,4152
2,4153
2,4157
2,4158
2,4159
2,4160
2,4161
2,4162
3,69
3,190
3,374
3,523
3,538
3,827
3,1195
3,1548
3,1572
3,1611
3,1653
3,1828
3,2182
3,2391
3,2637
3,2772
3,3409
3,3592
3,3640
3,3769
3,3923
3,4003
3,4239
4,15
4,16
4,17
4,18
4,49
4,190
4,312
4,313
4,314
4,315
4,316
4,317
4,318
4,319
4,320
4,321
4,322
4,323
4,324
4,325
4,326
4,332
4,907
4,908
4,909
4,911
4,912
4,913
4,914
4,1290
4,1695
4,1696
4,1697
4,1698
4,2002
4,2020
4,2032
4,2042
4,2190
4,2206
4,2522
4,2523
4,2524
4,2525
4,2526
4,2529
4,2530
4,2531
4,2532
4,2533
4,2534
4,2535
4,2536
4,2537
4,2538
4,2539
4,2832
4,2986
4,3005
4,3224
4,3312
4,3417
4,3418
4,3419
4,3420
4,3421
4,3426
4,3427
4,3428
4,3429
4,3430
4,3431
4,3432
4,3518
4,3620
4,4092
4,4141
4,4166
5,947
5,1131
5,1484
5,2042
5,2043
5,2190
5,2530
5,2639
5,3107
5,3373
5,4002
6,227
6,264
6,274
6,641
6,959
6,1696
6,2410
6,2411
6,2590
6,2915
6,3075
6,3263
6,3264
6,4289
7,13
7,14
7,64
7,92
7,112
7,146
7,154
7,293
7,367
7,454
7,468
7,525
7,619
7,620
7,621
7,628
7,743
7,794
7,841
7,992
7,1054
7,1116
7,1329
7,1350
7,1351
7,1352
7,1353
7,1354
7,1355
7,1356
7,1357
7,1430
7,1723
7,1797
7,1857
7,2080
7,2134
7,2144
7,2171
7,2498
7,2690
7,2773
7,2834
7,2892
7,2982
7,2983
7,2984
7,2985
7,3063
7,3439
7,3580
7,3587
7,3616
7,3624
7,3758
7,3835
7,3929
7,4112
7,4163
7,4187
7,4273
8,70
8,125
8,257
8,258
8,259
8,260
8,261
8,662
8,793
8,794
8,795
8,796
8,1077
8,1199
8,1572
8,1573
8,1574
8,1612
8,1901
8,2387
8,2388
8,2389
8,2626
8,3086
8,3139
8,3223
8,3236
8,3237
8,3238
8,3239
8,3240
8,3251
8,3278
8,3480
8,3617
8,4191
8,4192
8,4193
9,214
9,4286
10,197
10,593
11,269
11,270
11,271
11,272
11,820
11,821
11,822
11,4239
12,429
12,1054
12,1055
12,1593
12,1874
12,1875
12,1876
12,2155
12,2293
12,2708
13,149
13,197
13,198
13,214
13,620
13,663
13,807
14,277
14,278
14,279
14,280
14,281
14,282
14,428
14,594
14,735
14,831
14,832
14,833
14,834
14,835
14,836
14,946
14,976
14,1133
14,1623
14,1624
14,2117
14,2249
14,2442
14,2444
14,2603
14,2852
14,3303
14,3322
14,3323
14,3324
14,3325
14,3329
14,4264
14,4265
14,4266
14,4267
15,25
15,83
15,99
15,111
15,159
15,372
15,447
15,461
15,498
15,533
15,798
15,805
15,886
15,950
15,956
15,1160
15,1212
15,1373
15,1499
15,1551
15,2003
15,2020
15,2021
15,2022
15,2269
15,2370
15,2636
15,2817
15,2858
15,3226
15,3801
15,3891
15,4051
15,4063
15,4176
15,4285
16,22
16,36
16,66
16,115
16,118
16,121
16,174
16,175
16,176
16,177
16,178
16,179
16,180
16,181
16,182
16,210
16,211
16,266
16,629
16,676
16,767
16,1128
16,1213
16,1373
16,1374
16,1375
16,1376
16,1377
16,1398
16,1412
16,1744
16,2155
16,2156
16,2157
16,2220
16,2481
16,2784
16,3001
16,3002
16,3003
16,3150
16,3411
16,3620
16,3622
16,3948
16,3949
16,3950
16,3951
16,3952
16,4153
16,4298
17,15
17,31
17,32
17,360
17,361
17,362
17,363
17,364
17,365
17,366
17,367
17,368
17,369
17,370
17,371
17,815
17,964
17,965
17,966
17,967
17,1090
17,1325
17,1481
17,1627
17,1766
17,1767
17,1768
17,1769
17,1770
17,1771
17,1772
17,1773
17,1774
17,1775
17,1776
17,1777
17,1778
17,1995
17,2015
17,2612
17,2613
17,2614
17,2615
17,2616
17,2617
17,2618
17,2619
17,2620
17,2621
17,2622
17,2623
17,2674
17,2699
17,3270
17,3531
17,3532
17,3533
17,3534
17,3535
17,3536
17,3537
17,3538
17,3693
17,3776
17,4011
18,1107
18,1300
18,3121
18,3688
19,67
19,68
19,206
19,277
19,343
19,446
19,471
19,612
19,1093
19,1094
19,1247
19,1663
19,2735
19,2736
19,3666
19,3667
19,3668
19,3669
19,3670
19,4300
20,34
20,35
20,36
20,37
20,331
20,383
20,384
20,385
20,690
20,974
20,983
20,1056
20,1798
20,1799
20,1800
20,1801
20,2051
20,2250
20,2644
20,2645
20,2646
20,2776
20,3396
20,3410
20,3462
20,3555
20,3556
20,3557
20,3860
20,4012
20,4200
21,33
21,81
21,106
21,111
21,200
21,268
21,376
21,381
21,420
21,482
21,496
21,564
21,582
21,646
21,649
21,656
21,671
21,720
21,861
21,880
21,961
21,978
21,979
21,1022
21,1041
21,1606
21,1731
21,2064
21,2397
21,2636
21,2950
21,3547
21,4092
21,4166
21,4216
22,196
22,306
22,654
22,679
22,726
22,951
22,1201
22,2206
22,2207
22,2370
22,3061
22,3691
22,3749
22,3769
22,3994
22,3995
22,4215
22,4239
23,188
23,189
23,231
23,259
23,375
23,567
23,589
23,660
23,685
23,725
23,821
23,1130
23,1396
23,1397
23,1666
23,2047
23,2332
23,2464
23,2535
23,2600
23,3027
23,3028
23,3029
23,3030
23,3265
23,3564
23,3675
23,3969
23,3970
23,3971
23,3972
23,3973
23,4160
24,283
24,317
24,510
24,531
24,752
24,830
24,842
24,893
24,1535
24,1548
24,1695
24,2801
24,4141
24,4142
24,4143
24,4144
25,510
25,810
25,935
25,1195
25,1196
25,3769
25,3770
25,4239
26,25
26,26
26,342
26,343
26,344
26,345
26,346
26,347
26,348
26,349
26,350
26,379
26,563
26,670
26,816
26,905
26,1003
26,1358
26,1460
26,1469
26,1545
26,1613
26,1740
26,1741
26,1742
26,1860
26,2477
26,2580
26,2581
26,2582
26,2583
26,2838
26,3048
26,3304
26,3449
26,3466
26,3486
26,3487
26,3488
26,3489
26,3490
26,3491
26,3492
26,3493
26,3494
26,3495
26,3501
26,3746
26,3865
26,4042
26,4048
26,4088
27,103
27,249
27,326
27,474
27,565
27,697
27,761
27,782
27,1123
27,1124
27,1381
27,1443
27,1544
27,1771
27,1998
27,2011
27,2282
27,2338
27,2402
27,2405
27,2518
27,2766
27,3539
27,3609
27,3668
27,3706
27,3707
27,4102
27,4125
27,4137
27,4307
28,756
28,3194
28,3262
29,149
30,16
30,49
30,397
30,398
30,998
30,999
30,1000
30,1001
30,1011
30,1205
30,1272
30,1819
30,1820
30,1821
30,2425
30,2659
30,2660
30,3574
30,3575
30,3839
30,4179
31,32
31,147
31,155
31,185
31,186
31,187
31,226
31,233
31,240
31,246
31,282
31,346
31,518
31,549
31,634
31,635
31,774
31,922
31,1007
31,1356
31,1385
31,1386
31,1387
31,1388
31,1389
31,1390
31,1482
31,1483
31,1687
31,2345
31,3020
31,3281
31,3542
31,3700
31,3963
31,3968
31,4069
31,4145
31,4214
32,521
32,575
32,829
32,917
32,1075
32,1290
32,1291
32,2092
32,2441
32,2534
32,2781
32,2815
32,2916
32,3169
32,3309
32,3744
32,3863
32,4007
33,7
33,8
33,11
33,51
33,54
33,71
33,285
33,429
33,490
33,513
33,532
33,544
33,590
33,624
33,751
33,771
33,801
33,885
33,987
33,1224
33,1284
33,1299
33,1302
33,1347
33,1369
33,1493
33,1626
33,1645
33,1733
33,1737
33,1748
33,1816
33,1990
33,2057
33,2061
33,2098
33,2099
33,2112
33,2201
33,2216
33,2253
33,2304
33,2312
33,2355
33,2379
33,2499
33,2550
33,2576
33,2652
33,2734
33,2745
33,2749
33,2795
33,2895
33,2914
33,2934
33,2999
33,3184
33,3202
33,3208
33,3332
33,3355
33,3613
33,3635
33,3855
33,3899
33,4059
33,4277
34,139
34,140
34,141
34,142
34,565
34,566
34,567
34,568
35,33
35,89
35,101
35,379
35,391
35,610
35,912
35,980
35,1359
35,1503
35,1607
35,1791
35,1929
35,2021
